utterance,paraphrase,list_of_slots,intent
What was the weather  last February  in  William A. Switzer Provincial Park ?,How was the weather last February in William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like in the William A. Switzer Provincial Park last February?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,What was the weather like last February at the William A. Switzer Provincial Park?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
What was the weather  last February  in  William A. Switzer Provincial Park ?,How was the weather in William A. Switzer Provincial Park last February?,"['last February || timeRange', 'William A. Switzer Provincial Park || geographic_poi']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm in the current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the current site?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at its current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it hot at the current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the present location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at your current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm in your current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at the actual location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Is it  warm  at the  current location ?,Is it warm at our current location?,"['warm || condition_temperature', 'current location || current_location']",GetWeather
Will there be  snow  in  North Abington,Will there be snow in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will there be snow at North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Is there going to be snow in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will there be any snow in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will snow fall in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Is there going to be snow at North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will there be some snow in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Are there going to be snow in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will there be snowfall in North Abington?,"['snow || condition_description', 'North Abington || city']",GetWeather
Will there be  snow  in  North Abington,Will there be snow in the North Abington area?,"['snow || condition_description', 'North Abington || city']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me the weather forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell Me the Weather Forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me the weather forecast for Conda, VT.","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me the weather forecast in Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me the Weather Forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me about the weather forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me your weather forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me weather forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell Me The Weather Forecast For Conda, VT","['Conda || city', 'VT || state']",GetWeather
"Tell me the weather forecast for  Conda ,  VT","Tell me the forecast for Conda, VT","['Conda || city', 'VT || state']",GetWeather
Will it  snow  in  Granbury ?,Will it snow in Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will it snow at Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will it be snowing in Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will it be snowing at Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will there be snow in Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will it snow in Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Is it going to snow in Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will there be snow at Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Will it snow at Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Will it  snow  in  Granbury ?,Is it going to snow at Granbury?,"['snow || condition_description', 'Granbury || city']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds walking distance from the town of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds walking distance from the city of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,weather in twenty-two seconds walking distance from the town of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds within walking distance of the town of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,weather in twenty-two seconds walking distance from the city of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds within walking distance of the city Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds within walking distance of the city of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds walking distance of the town of Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,"Weather in twenty-two seconds walking distance from the town of Jackman, it will be cold","['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
Weather  in twenty two seconds   within walking distance  of the city of  Jackman  will it be  cold,Weather in twenty-two seconds walking distance from the city Jackman it will be cold,"['in twenty two seconds || timeRange', 'within walking distance || spatial_relation', 'Jackman || city', 'cold || condition_temperature']",GetWeather
